CMDLINE /usr/local/opt/python/bin/python3.7 mandelbrot2.py
MEM 150.441406 1551482580.3580
MEM 150.441406 1551482580.4632
MEM 150.441406 1551482580.5655
MEM 150.441406 1551482580.6663
MEM 150.441406 1551482580.7715
MEM 150.441406 1551482580.8749
MEM 150.441406 1551482580.9774
MEM 150.441406 1551482581.0778
MEM 150.488281 1551482581.1806
MEM 150.535156 1551482581.2810
MEM 150.535156 1551482581.3813
MEM 150.535156 1551482581.4821
MEM 150.535156 1551482581.5853
MEM 150.535156 1551482581.6861
MEM 150.535156 1551482581.7875
MEM 150.535156 1551482581.8881
MEM 150.535156 1551482581.9887
MEM 150.582031 1551482582.0914
MEM 150.632812 1551482582.1966
MEM 150.632812 1551482582.2990
MEM 150.632812 1551482582.4000
MEM 150.632812 1551482582.5024
MEM 150.632812 1551482582.6076
MEM 150.632812 1551482582.7109
MEM 150.632812 1551482582.8161
MEM 150.632812 1551482582.9209
MEM 150.679688 1551482583.0250
MEM 150.726562 1551482583.1283
MEM 150.726562 1551482583.2286
MEM 150.726562 1551482583.3297
MEM 150.726562 1551482583.4301
MEM 150.726562 1551482583.5313
MEM 150.726562 1551482583.6316
MEM 150.726562 1551482583.7368
MEM 150.726562 1551482583.8415
MEM 150.773438 1551482583.9467
MEM 150.820312 1551482584.0502
MEM 150.820312 1551482584.1537
MEM 150.820312 1551482584.2542
MEM 150.820312 1551482584.3566
MEM 150.820312 1551482584.4570
MEM 150.820312 1551482584.5590
MEM 150.820312 1551482584.6601
MEM 150.820312 1551482584.7652
MEM 150.820312 1551482584.8676
MEM 150.867188 1551482584.9728
MEM 150.914062 1551482585.0750
MEM 150.914062 1551482585.1754
MEM 150.914062 1551482585.2759
MEM 150.914062 1551482585.3764
MEM 150.914062 1551482585.4802
MEM 150.914062 1551482585.5811
MEM 150.914062 1551482585.6815
MEM 150.914062 1551482585.7868
MEM 150.960938 1551482585.8872
MEM 151.011719 1551482585.9925
MEM 151.011719 1551482586.0958
MEM 151.011719 1551482586.2000
MEM 151.011719 1551482586.3021
MEM 151.011719 1551482586.4050
MEM 151.015625 1551482586.5072
MEM 151.015625 1551482586.6125
MEM 151.015625 1551482586.7175
MEM 151.062500 1551482586.8217
MEM 151.109375 1551482586.9240
MEM 151.109375 1551482587.0244
MEM 151.109375 1551482587.1296
MEM 151.109375 1551482587.2322
MEM 151.109375 1551482587.3375
MEM 151.109375 1551482587.4427
MEM 151.109375 1551482587.5447
MEM 151.109375 1551482587.6499
MEM 151.156250 1551482587.7512
MEM 151.203125 1551482587.8518
MEM 151.203125 1551482587.9570
MEM 151.203125 1551482588.0622
MEM 151.203125 1551482588.1644
MEM 151.203125 1551482588.2676
MEM 151.203125 1551482588.3709
MEM 151.203125 1551482588.4751
MEM 151.203125 1551482588.5765
MEM 151.203125 1551482588.6770
MEM 151.250000 1551482588.7811
MEM 151.292969 1551482588.8816
MEM 151.296875 1551482588.9858
MEM 151.296875 1551482589.0867
MEM 151.296875 1551482589.1916
MEM 151.296875 1551482589.2968
MEM 151.296875 1551482589.3998
MEM 151.296875 1551482589.5015
MEM 151.296875 1551482589.6017
MEM 151.343750 1551482589.7053
MEM 151.390625 1551482589.8069
MEM 151.390625 1551482589.9119
MEM 151.390625 1551482590.0170
MEM 151.390625 1551482590.1179
MEM 151.390625 1551482590.2184
MEM 151.390625 1551482590.3208
MEM 151.390625 1551482590.4241
MEM 151.390625 1551482590.5245
MEM 151.390625 1551482590.6269
MEM 151.437500 1551482590.7272
MEM 151.488281 1551482590.8279
MEM 151.488281 1551482590.9297
MEM 151.488281 1551482591.0311
MEM 151.488281 1551482591.1328
MEM 151.488281 1551482591.2333
MEM 151.488281 1551482591.3335
MEM 151.488281 1551482591.4338
MEM 151.488281 1551482591.5343
MEM 151.488281 1551482591.6395
MEM 151.535156 1551482591.7448
MEM 151.582031 1551482591.8500
MEM 151.582031 1551482591.9503
MEM 151.582031 1551482592.0557
MEM 151.582031 1551482592.1561
MEM 151.582031 1551482592.2613
MEM 151.582031 1551482592.3666
MEM 151.582031 1551482592.4683
MEM 151.582031 1551482592.5730
MEM 151.582031 1551482592.6742
MEM 151.628906 1551482592.7773
MEM 151.675781 1551482592.8787
MEM 151.675781 1551482592.9791
MEM 151.675781 1551482593.0810
MEM 151.675781 1551482593.1813
MEM 151.675781 1551482593.2822
MEM 151.675781 1551482593.3849
MEM 151.675781 1551482593.4856
MEM 151.675781 1551482593.5859
MEM 151.675781 1551482593.6911
MEM 151.722656 1551482593.7918
MEM 151.769531 1551482593.8950
MEM 151.769531 1551482594.0001
MEM 151.769531 1551482594.1016
MEM 151.769531 1551482594.2058
MEM 151.769531 1551482594.3110
MEM 151.769531 1551482594.4130
MEM 151.769531 1551482594.5181
MEM 151.769531 1551482594.6231
MEM 151.769531 1551482594.7243
MEM 151.812500 1551482594.8246
MEM 151.855469 1551482594.9249
MEM 151.855469 1551482595.0273
MEM 151.855469 1551482595.1281
MEM 151.855469 1551482595.2289
MEM 151.855469 1551482595.3312
MEM 151.855469 1551482595.4317
MEM 151.855469 1551482595.5321
MEM 151.855469 1551482595.6350
MEM 151.855469 1551482595.7358
MEM 151.898438 1551482595.8373
MEM 151.945312 1551482595.9378
MEM 151.945312 1551482596.0419
MEM 151.945312 1551482596.1469
MEM 151.945312 1551482596.2521
MEM 151.945312 1551482596.3574
MEM 151.945312 1551482596.4626
MEM 151.945312 1551482596.5633
MEM 151.945312 1551482596.6663
MEM 151.945312 1551482596.7675
MEM 151.988281 1551482596.8684
MEM 152.035156 1551482596.9736
MEM 152.035156 1551482597.0743
MEM 152.035156 1551482597.1767
MEM 152.035156 1551482597.2796
MEM 152.035156 1551482597.3801
MEM 152.035156 1551482597.4823
MEM 152.035156 1551482597.5826
MEM 152.035156 1551482597.6829
MEM 152.035156 1551482597.7837
MEM 152.074219 1551482597.8890
MEM 152.082031 1551482597.9919
MEM 152.128906 1551482598.0957
MEM 152.128906 1551482598.1967
MEM 152.132812 1551482598.3019
MEM 152.136719 1551482598.4071
MEM 152.136719 1551482598.5123
MEM 152.136719 1551482598.6176
MEM 152.136719 1551482598.7213
MEM 152.136719 1551482598.8244
MEM 152.160156 1551482598.9248
MEM 152.183594 1551482599.0289
MEM 152.226562 1551482599.1297
MEM 152.226562 1551482599.2310
MEM 152.226562 1551482599.3318
MEM 152.226562 1551482599.4323
MEM 152.226562 1551482599.5327
MEM 152.226562 1551482599.6331
MEM 152.226562 1551482599.7337
MEM 152.226562 1551482599.8344
MEM 152.226562 1551482599.9378
MEM 152.273438 1551482600.0422
MEM 152.320312 1551482600.1467
MEM 152.320312 1551482600.2494
MEM 152.320312 1551482600.3517
MEM 152.320312 1551482600.4557
MEM 152.320312 1551482600.5609
MEM 152.320312 1551482600.6612
MEM 152.320312 1551482600.7655
MEM 152.320312 1551482600.8707
MEM 152.320312 1551482600.9744
MEM 152.363281 1551482601.0756
MEM 152.406250 1551482601.1784
MEM 152.406250 1551482601.2802
MEM 152.406250 1551482601.3806
MEM 152.406250 1551482601.4816
MEM 152.406250 1551482601.5824
MEM 152.406250 1551482601.6860
MEM 152.406250 1551482601.7889
MEM 152.406250 1551482601.8894
MEM 152.406250 1551482601.9946
MEM 152.449219 1551482602.0999
MEM 152.484375 1551482602.2011
MEM 152.492188 1551482602.3018
MEM 152.492188 1551482602.4071
MEM 152.492188 1551482602.5115
MEM 152.492188 1551482602.6134
MEM 152.492188 1551482602.7179
MEM 152.492188 1551482602.8203
MEM 152.496094 1551482602.9247
MEM 152.496094 1551482603.0249
MEM 152.496094 1551482603.1257
MEM 152.539062 1551482603.2263
MEM 152.585938 1551482603.3310
MEM 152.585938 1551482603.4319
MEM 152.585938 1551482603.5327
MEM 152.585938 1551482603.6331
MEM 152.585938 1551482603.7383
MEM 152.585938 1551482603.8420
MEM 152.585938 1551482603.9434
MEM 152.585938 1551482604.0486
MEM 152.585938 1551482604.1508
MEM 152.628906 1551482604.2534
MEM 152.671875 1551482604.3586
MEM 152.675781 1551482604.4639
MEM 152.675781 1551482604.5642
MEM 152.675781 1551482604.6675
MEM 152.675781 1551482604.7727
MEM 152.675781 1551482604.8745
MEM 152.675781 1551482604.9748
MEM 152.675781 1551482605.0793
MEM 152.675781 1551482605.1829
MEM 152.675781 1551482605.2850
MEM 152.722656 1551482605.3892
MEM 152.769531 1551482605.4921
MEM 152.769531 1551482605.6023
MEM 152.769531 1551482605.7123
MEM 152.769531 1551482605.8155
MEM 152.769531 1551482605.9201
MEM 152.769531 1551482606.0238
MEM 152.769531 1551482606.1246
MEM 152.769531 1551482606.2250
MEM 152.769531 1551482606.3258
MEM 152.812500 1551482606.4337
MEM 152.855469 1551482606.5342
MEM 152.855469 1551482606.6444
MEM 152.855469 1551482606.7469
MEM 152.855469 1551482606.8529
MEM 152.855469 1551482606.9631
MEM 152.855469 1551482607.0676
MEM 152.855469 1551482607.1736
MEM 152.855469 1551482607.2742
MEM 152.855469 1551482607.3773
MEM 152.855469 1551482607.4856
MEM 152.898438 1551482607.5917
MEM 152.949219 1551482607.6946
MEM 152.949219 1551482607.8026
MEM 152.949219 1551482607.9033
MEM 152.949219 1551482608.0046
MEM 152.949219 1551482608.1130
MEM 152.949219 1551482608.2192
MEM 152.949219 1551482608.3236
MEM 152.949219 1551482608.4251
MEM 152.949219 1551482608.5312
MEM 152.992188 1551482608.6318
MEM 153.035156 1551482608.7322
MEM 153.035156 1551482608.8423
MEM 153.035156 1551482608.9448
MEM 153.035156 1551482609.0540
MEM 153.035156 1551482609.1579
MEM 153.035156 1551482609.2615
MEM 153.035156 1551482609.3699
MEM 153.035156 1551482609.4799
MEM 153.035156 1551482609.5839
MEM 153.078125 1551482609.6922
MEM 153.121094 1551482609.8024
MEM 153.121094 1551482609.9082
MEM 153.125000 1551482610.0152
MEM 153.125000 1551482610.1248
MEM 153.125000 1551482610.2322
MEM 153.125000 1551482610.3425
MEM 153.125000 1551482610.4490
MEM 153.125000 1551482610.5592
MEM 153.125000 1551482610.6676
MEM 153.167969 1551482610.7737
MEM 153.183594 1551482610.8751
MEM 153.214844 1551482610.9801
MEM 153.214844 1551482611.0848
MEM 153.214844 1551482611.1852
MEM 153.214844 1551482611.2923
MEM 153.214844 1551482611.3941
MEM 153.214844 1551482611.4963
MEM 153.214844 1551482611.6026
MEM 153.214844 1551482611.7050
MEM 153.214844 1551482611.8055
MEM 153.257812 1551482611.9115
MEM 153.304688 1551482612.0149
MEM 153.304688 1551482612.1218
MEM 153.304688 1551482612.2314
MEM 153.304688 1551482612.3391
MEM 153.304688 1551482612.4494
MEM 153.304688 1551482612.5594
MEM 153.304688 1551482612.6697
MEM 153.304688 1551482612.7743
MEM 153.304688 1551482612.8780
MEM 153.351562 1551482612.9808
MEM 153.398438 1551482613.0828
MEM 153.398438 1551482613.1858
MEM 153.398438 1551482613.2862
MEM 153.398438 1551482613.3907
MEM 153.398438 1551482613.4923
MEM 153.398438 1551482613.5965
MEM 153.398438 1551482613.7053
MEM 153.398438 1551482613.8142
MEM 153.398438 1551482613.9192
MEM 153.441406 1551482614.0237
MEM 153.484375 1551482614.1314
MEM 153.484375 1551482614.2377
MEM 153.484375 1551482614.3394
MEM 153.484375 1551482614.4420
MEM 153.484375 1551482614.5424
MEM 153.488281 1551482614.6501
MEM 153.488281 1551482614.7520
MEM 153.488281 1551482614.8535
MEM 153.488281 1551482614.9582
MEM 153.488281 1551482615.0643
MEM 153.535156 1551482615.1738
MEM 153.582031 1551482615.2743
MEM 153.582031 1551482615.3825
MEM 153.582031 1551482615.4833
MEM 153.582031 1551482615.5889
MEM 153.582031 1551482615.6924
MEM 153.582031 1551482615.8027
MEM 153.582031 1551482615.9107
MEM 153.582031 1551482616.0170
MEM 153.582031 1551482616.1226
MEM 153.625000 1551482616.2317
MEM 153.667969 1551482616.3332
MEM 153.671875 1551482616.4424
MEM 153.671875 1551482616.5444
MEM 153.675781 1551482616.6547
MEM 153.675781 1551482616.7573
MEM 153.675781 1551482616.8646
MEM 153.675781 1551482616.9739
MEM 153.675781 1551482617.0742
MEM 153.679688 1551482617.1752
MEM 153.726562 1551482617.2762
MEM 153.750000 1551482617.3836
MEM 153.777344 1551482617.4855
MEM 153.781250 1551482617.5924
MEM 153.781250 1551482617.7027
MEM 153.781250 1551482617.8047
MEM 153.781250 1551482617.9054
MEM 153.781250 1551482618.0057
MEM 153.781250 1551482618.1130
MEM 153.781250 1551482618.2166
MEM 153.808594 1551482618.3238
MEM 153.824219 1551482618.4256
MEM 153.871094 1551482618.5261
MEM 153.871094 1551482618.6330
MEM 153.871094 1551482618.7425
MEM 153.871094 1551482618.8427
MEM 153.871094 1551482618.9490
MEM 153.871094 1551482619.0592
MEM 153.871094 1551482619.1598
MEM 153.871094 1551482619.2686
MEM 153.871094 1551482619.3701
MEM 153.914062 1551482619.4747
MEM 153.957031 1551482619.5750
MEM 153.957031 1551482619.6807
MEM 153.957031 1551482619.7813
MEM 153.957031 1551482619.8816
MEM 153.957031 1551482619.9895
MEM 153.957031 1551482620.0897
MEM 153.957031 1551482620.1925
MEM 153.957031 1551482620.2972
MEM 153.957031 1551482620.4026
MEM 154.003906 1551482620.5034
MEM 154.050781 1551482620.6136
MEM 154.050781 1551482620.7202
MEM 154.050781 1551482620.8228
MEM 154.050781 1551482620.9294
MEM 154.050781 1551482621.0310
MEM 154.050781 1551482621.1320
MEM 154.050781 1551482621.2365
MEM 154.050781 1551482621.3426
MEM 154.050781 1551482621.4514
MEM 154.093750 1551482621.5612
MEM 154.136719 1551482621.6658
MEM 154.136719 1551482621.7689
MEM 154.136719 1551482621.8740
MEM 154.136719 1551482621.9746
MEM 154.136719 1551482622.0811
MEM 154.136719 1551482622.1815
MEM 154.136719 1551482622.2918
MEM 154.136719 1551482622.3926
MEM 154.136719 1551482622.5028
MEM 154.136719 1551482622.6041
MEM 154.183594 1551482622.7132
MEM 154.230469 1551482622.8234
MEM 154.230469 1551482622.9264
MEM 154.230469 1551482623.0327
MEM 154.230469 1551482623.1419
MEM 154.230469 1551482623.2422
MEM 154.230469 1551482623.3524
MEM 154.230469 1551482623.4610
MEM 154.230469 1551482623.5691
MEM 154.230469 1551482623.6730
MEM 154.273438 1551482623.7803
MEM 154.316406 1551482623.8862
MEM 154.316406 1551482623.9865
MEM 154.316406 1551482624.0927
MEM 154.316406 1551482624.2029
MEM 154.316406 1551482624.3132
MEM 154.316406 1551482624.4231
MEM 154.316406 1551482624.5234
MEM 154.316406 1551482624.6308
MEM 154.316406 1551482624.7312
MEM 154.316406 1551482624.8325
MEM 154.359375 1551482624.9427
MEM 154.402344 1551482625.0501
MEM 154.402344 1551482625.1542
MEM 154.402344 1551482625.2572
MEM 154.402344 1551482625.3645
MEM 154.402344 1551482625.4731
MEM 154.402344 1551482625.5779
MEM 154.402344 1551482625.6784
MEM 154.406250 1551482625.7788
MEM 154.406250 1551482625.8875
MEM 154.449219 1551482625.9899
MEM 154.468750 1551482626.0980
MEM 154.496094 1551482626.2072
MEM 154.496094 1551482626.3123
MEM 154.496094 1551482626.4192
MEM 154.496094 1551482626.5231
MEM 154.496094 1551482626.6240
MEM 154.496094 1551482626.7282
MEM 154.496094 1551482626.8311
MEM 154.496094 1551482626.9344
MEM 154.496094 1551482627.0427
MEM 154.539062 1551482627.1527
MEM 154.582031 1551482627.2554
MEM 154.582031 1551482627.3558
MEM 154.582031 1551482627.4575
MEM 154.582031 1551482627.5587
MEM 154.582031 1551482627.6629
MEM 154.582031 1551482627.7731
MEM 154.582031 1551482627.8819
MEM 154.582031 1551482627.9876
MEM 154.582031 1551482628.0880
MEM 154.582031 1551482628.1929
MEM 154.628906 1551482628.3017
MEM 154.675781 1551482628.4035
MEM 154.675781 1551482628.5053
MEM 154.675781 1551482628.6069
MEM 154.675781 1551482628.7132
MEM 154.675781 1551482628.8167
MEM 154.675781 1551482628.9232
MEM 154.675781 1551482629.0238
MEM 154.675781 1551482629.1301
MEM 154.675781 1551482629.2318
MEM 154.675781 1551482629.3376
MEM 154.718750 1551482629.4442
MEM 154.761719 1551482629.5467
MEM 154.761719 1551482629.6543
MEM 154.761719 1551482629.7611
MEM 154.761719 1551482629.8676
MEM 154.761719 1551482629.9732
MEM 154.761719 1551482630.0741
MEM 154.761719 1551482630.1769
MEM 154.761719 1551482630.2774
MEM 154.761719 1551482630.3836
MEM 154.761719 1551482630.4928
MEM 154.808594 1551482630.5932
MEM 154.851562 1551482630.6954
MEM 154.851562 1551482630.7956
MEM 154.851562 1551482630.9045
MEM 154.851562 1551482631.0063
MEM 154.855469 1551482631.1139
MEM 154.855469 1551482631.2233
MEM 154.855469 1551482631.3269
MEM 154.855469 1551482631.4310
MEM 154.855469 1551482631.5331
MEM 154.855469 1551482631.6433
MEM 154.898438 1551482631.7488
MEM 154.937500 1551482631.8492
MEM 154.941406 1551482631.9573
MEM 154.941406 1551482632.0674
MEM 154.941406 1551482632.1733
MEM 154.941406 1551482632.2743
MEM 154.941406 1551482632.3811
MEM 154.941406 1551482632.4849
MEM 154.941406 1551482632.5929
MEM 154.941406 1551482632.6947
MEM 154.941406 1551482632.8050
MEM 154.984375 1551482632.9153
MEM 154.984375 1551482633.0233
MEM 155.027344 1551482633.1242
MEM 155.027344 1551482633.2248
MEM 155.027344 1551482633.3351
MEM 155.027344 1551482633.4453
MEM 155.027344 1551482633.5544
MEM 155.027344 1551482633.6647
MEM 155.027344 1551482633.7733
MEM 155.027344 1551482633.8735
MEM 155.027344 1551482633.9762
MEM 155.027344 1551482634.0769
MEM 155.070312 1551482634.1810
MEM 155.113281 1551482634.2894
MEM 155.113281 1551482634.3896
MEM 155.113281 1551482634.4930
MEM 155.113281 1551482634.5948
MEM 155.113281 1551482634.6978
MEM 155.113281 1551482634.8080
MEM 155.113281 1551482634.9182
MEM 155.113281 1551482635.0233
MEM 155.113281 1551482635.1254
MEM 155.113281 1551482635.2261
MEM 155.156250 1551482635.3264
MEM 155.195312 1551482635.4269
MEM 155.199219 1551482635.5307
MEM 155.199219 1551482635.6311
MEM 155.199219 1551482635.7379
MEM 155.199219 1551482635.8430
MEM 155.199219 1551482635.9533
MEM 155.199219 1551482636.0619
MEM 155.199219 1551482636.1693
MEM 155.199219 1551482636.2765
MEM 155.199219 1551482636.3769
MEM 155.238281 1551482636.4784
MEM 155.242188 1551482636.5875
MEM 155.285156 1551482636.6931
MEM 155.285156 1551482636.8033
MEM 155.285156 1551482636.9037
MEM 155.285156 1551482637.0125
MEM 155.285156 1551482637.1203
MEM 155.285156 1551482637.2237
MEM 155.285156 1551482637.3298
MEM 155.285156 1551482637.4311
MEM 155.285156 1551482637.5396
MEM 155.292969 1551482637.6499
MEM 155.328125 1551482637.7559
MEM 155.371094 1551482637.8662
MEM 155.371094 1551482637.9738
MEM 155.371094 1551482638.0752
MEM 155.371094 1551482638.1755
MEM 155.371094 1551482638.2809
MEM 155.371094 1551482638.3817
MEM 155.371094 1551482638.4883
MEM 155.371094 1551482638.5970
MEM 155.371094 1551482638.6996
MEM 155.371094 1551482638.8050
MEM 155.414062 1551482638.9153
MEM 155.460938 1551482639.0208
MEM 155.460938 1551482639.1253
MEM 155.460938 1551482639.2340
MEM 155.460938 1551482639.3355
MEM 155.460938 1551482639.4411
MEM 155.460938 1551482639.5432
MEM 155.460938 1551482639.6522
MEM 155.464844 1551482639.7559
MEM 155.464844 1551482639.8617
MEM 155.464844 1551482639.9674
MEM 155.507812 1551482640.0742
MEM 155.550781 1551482640.1746
MEM 155.550781 1551482640.2803
MEM 155.550781 1551482640.3807
MEM 155.550781 1551482640.4900
MEM 155.550781 1551482640.5948
MEM 155.550781 1551482640.7017
MEM 155.550781 1551482640.8036
MEM 155.550781 1551482640.9039
MEM 155.550781 1551482641.0046
MEM 155.550781 1551482641.1064
MEM 155.554688 1551482641.2077
MEM 155.593750 1551482641.3081
MEM 155.636719 1551482641.4130
MEM 155.636719 1551482641.5181
MEM 155.636719 1551482641.6236
MEM 155.636719 1551482641.7240
MEM 155.636719 1551482641.8246
MEM 155.636719 1551482641.9253
MEM 155.636719 1551482642.0258
MEM 155.640625 1551482642.1301
MEM 155.640625 1551482642.2376
MEM 155.640625 1551482642.3415
MEM 155.675781 1551482642.4426
MEM 155.683594 1551482642.5448
MEM 155.726562 1551482642.6459
MEM 155.726562 1551482642.7463
MEM 155.726562 1551482642.8527
MEM 155.726562 1551482642.9607
MEM 155.726562 1551482643.0640
MEM 155.726562 1551482643.1736
MEM 155.726562 1551482643.2806
MEM 155.726562 1551482643.3893
MEM 155.726562 1551482643.4932
MEM 155.726562 1551482643.6035
MEM 155.765625 1551482643.7137
MEM 155.765625 1551482643.8239
MEM 155.804688 1551482643.9241
MEM 155.804688 1551482644.0344
MEM 155.808594 1551482644.1432
MEM 155.808594 1551482644.2479
MEM 155.808594 1551482644.3499
MEM 155.808594 1551482644.4592
MEM 155.808594 1551482644.5634
MEM 155.808594 1551482644.6649
MEM 155.808594 1551482644.7727
MEM 155.808594 1551482644.8800
MEM 155.851562 1551482644.9803
MEM 155.855469 1551482645.0809
MEM 155.898438 1551482645.1881
MEM 155.902344 1551482645.2935
MEM 155.902344 1551482645.3956
MEM 155.902344 1551482645.4973
MEM 155.902344 1551482645.6027
MEM 155.902344 1551482645.7043
MEM 155.902344 1551482645.8052
MEM 155.902344 1551482645.9104
MEM 155.902344 1551482646.0110
MEM 155.902344 1551482646.1115
MEM 155.902344 1551482646.2138
MEM 155.945312 1551482646.3226
MEM 155.984375 1551482646.4309
MEM 155.984375 1551482646.5335
MEM 155.984375 1551482646.6364
MEM 155.984375 1551482646.7423
MEM 155.984375 1551482646.8433
MEM 155.984375 1551482646.9527
MEM 155.984375 1551482647.0610
MEM 155.984375 1551482647.1672
MEM 155.984375 1551482647.2709
MEM 155.984375 1551482647.3727
MEM 155.984375 1551482647.4736
MEM 156.023438 1551482647.5766
MEM 156.070312 1551482647.6772
MEM 156.070312 1551482647.7847
MEM 156.070312 1551482647.8934
MEM 156.070312 1551482647.9942
MEM 156.070312 1551482648.0944
MEM 156.070312 1551482648.2042
MEM 156.070312 1551482648.3145
MEM 156.070312 1551482648.4227
MEM 156.070312 1551482648.5230
MEM 156.070312 1551482648.6233
MEM 156.070312 1551482648.7335
MEM 156.113281 1551482648.8347
MEM 156.152344 1551482648.9434
MEM 156.152344 1551482649.0473
MEM 156.156250 1551482649.1498
MEM 156.156250 1551482649.2574
MEM 156.156250 1551482649.3676
MEM 156.156250 1551482649.4727
MEM 156.156250 1551482649.5806
MEM 156.156250 1551482649.6884
MEM 156.156250 1551482649.7935
MEM 156.156250 1551482649.8958
MEM 156.156250 1551482650.0045
MEM 156.195312 1551482650.1087
MEM 156.195312 1551482650.2139
MEM 156.238281 1551482650.3228
MEM 156.238281 1551482650.4247
MEM 156.238281 1551482650.5350
MEM 156.238281 1551482650.6354
MEM 156.238281 1551482650.7434
MEM 156.238281 1551482650.8450
MEM 156.238281 1551482650.9494
MEM 156.238281 1551482651.0526
MEM 156.238281 1551482651.1557
MEM 156.238281 1551482651.2610
MEM 156.238281 1551482651.3686
MEM 156.285156 1551482651.4776
MEM 156.324219 1551482651.5836
MEM 156.324219 1551482651.6857
MEM 156.324219 1551482651.7909
MEM 156.324219 1551482651.9001
MEM 156.324219 1551482652.0099
MEM 156.324219 1551482652.1184
MEM 156.324219 1551482652.2230
MEM 156.324219 1551482652.3233
MEM 156.324219 1551482652.4323
MEM 156.324219 1551482652.5326
MEM 156.324219 1551482652.6342
MEM 156.363281 1551482652.7346
MEM 156.363281 1551482652.8373
MEM 156.402344 1551482652.9376
MEM 156.402344 1551482653.0384
MEM 156.402344 1551482653.1436
MEM 156.402344 1551482653.2517
MEM 156.402344 1551482653.3537
MEM 156.402344 1551482653.4552
MEM 156.402344 1551482653.5643
MEM 156.402344 1551482653.6729
MEM 156.402344 1551482653.7801
MEM 156.402344 1551482653.8818
MEM 156.402344 1551482653.9822
MEM 156.449219 1551482654.0924
MEM 156.492188 1551482654.2009
MEM 156.492188 1551482654.3050
MEM 156.492188 1551482654.4052
MEM 156.492188 1551482654.5153
MEM 156.492188 1551482654.6229
MEM 156.492188 1551482654.7253
MEM 156.492188 1551482654.8256
MEM 156.492188 1551482654.9260
MEM 156.492188 1551482655.0268
MEM 156.492188 1551482655.1323
MEM 156.492188 1551482655.2330
MEM 156.492188 1551482655.3332
MEM 156.531250 1551482655.4399
MEM 156.570312 1551482655.5436
MEM 156.570312 1551482655.6521
MEM 156.570312 1551482655.7577
MEM 156.570312 1551482655.8623
MEM 156.570312 1551482655.9713
MEM 156.570312 1551482656.0729
MEM 156.570312 1551482656.1737
MEM 156.570312 1551482656.2744
MEM 156.570312 1551482656.3755
MEM 156.570312 1551482656.4829
MEM 156.570312 1551482656.5841
MEM 156.570312 1551482656.6846
MEM 156.609375 1551482656.7855
MEM 156.652344 1551482656.8859
MEM 156.652344 1551482656.9899
MEM 156.652344 1551482657.0936
MEM 156.652344 1551482657.2002
MEM 156.652344 1551482657.3095
MEM 156.652344 1551482657.4191
MEM 156.652344 1551482657.5287
MEM 156.652344 1551482657.6338
MEM 156.652344 1551482657.7342
MEM 156.652344 1551482657.8444
MEM 156.652344 1551482657.9537
MEM 156.691406 1551482658.0637
MEM 156.695312 1551482658.1730
MEM 156.734375 1551482658.2830
MEM 156.734375 1551482658.3930
MEM 156.734375 1551482658.4936
MEM 156.734375 1551482658.5952
MEM 156.734375 1551482658.7003
MEM 156.734375 1551482658.8019
MEM 156.734375 1551482658.9109
MEM 156.734375 1551482659.0176
MEM 156.734375 1551482659.1231
MEM 156.734375 1551482659.2308
MEM 156.734375 1551482659.3311
MEM 156.773438 1551482659.4315
MEM 156.773438 1551482659.5323
MEM 156.816406 1551482659.6329
MEM 156.816406 1551482659.7334
MEM 156.816406 1551482659.8340
MEM 156.816406 1551482659.9424
MEM 156.816406 1551482660.0480
MEM 156.816406 1551482660.1582
MEM 156.816406 1551482660.2587
MEM 156.816406 1551482660.3683
MEM 156.816406 1551482660.4731
MEM 156.816406 1551482660.5740
MEM 156.816406 1551482660.6748
MEM 156.859375 1551482660.7751
MEM 156.859375 1551482660.8818
MEM 156.898438 1551482660.9828
MEM 156.898438 1551482661.0866
MEM 156.898438 1551482661.1887
MEM 156.898438 1551482661.2915
MEM 156.898438 1551482661.3999
MEM 156.898438 1551482661.5052
MEM 156.898438 1551482661.6154
MEM 156.898438 1551482661.7231
MEM 156.898438 1551482661.8253
MEM 156.898438 1551482661.9309
MEM 156.898438 1551482662.0357
MEM 156.937500 1551482662.1363
MEM 156.976562 1551482662.2366
MEM 156.976562 1551482662.3372
MEM 156.976562 1551482662.4474
MEM 156.976562 1551482662.5499
MEM 156.976562 1551482662.6602
MEM 156.976562 1551482662.7699
MEM 156.976562 1551482662.8731
MEM 156.976562 1551482662.9807
MEM 156.976562 1551482663.0909
MEM 156.976562 1551482663.1939
MEM 156.976562 1551482663.3040
MEM 157.000000 1551482663.4140
MEM 157.015625 1551482663.5232
MEM 157.062500 1551482663.6241
MEM 157.062500 1551482663.7257
MEM 157.062500 1551482663.8296
MEM 157.062500 1551482663.9300
MEM 157.062500 1551482664.0305
MEM 157.062500 1551482664.1357
MEM 157.062500 1551482664.2375
MEM 157.062500 1551482664.3431
MEM 157.062500 1551482664.4533
MEM 157.062500 1551482664.5636
MEM 157.062500 1551482664.6732
MEM 157.101562 1551482664.7748
MEM 157.101562 1551482664.8850
MEM 157.140625 1551482664.9939
MEM 157.140625 1551482665.1025
MEM 157.140625 1551482665.2047
MEM 157.140625 1551482665.3052
MEM 157.140625 1551482665.4132
MEM 157.140625 1551482665.5232
MEM 157.140625 1551482665.6334
MEM 157.140625 1551482665.7340
MEM 157.140625 1551482665.8442
